# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-04-24 12:12:48 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01632900 SMITH CREEK NEAR NEW MARKET, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01632900
#            TS   parameter     statistic     Description
#        144686       00060     00003     Discharge, cubic feet per second (Mean)
#        144687       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        144688       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        144689       00010     00008     Temperature, water, degrees Celsius (Median)
#        144690       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        144691       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        144692       00095     00008     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Median)
#        144693       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        144694       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        144695       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        144699       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        144700       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        144701       00300     00008     Dissolved oxygen, water, unfiltered, milligrams per liter (Median)
#        144702       99133     00001     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Maximum)
#        144703       99133     00002     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Minimum)
#        144704       99133     00008     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Median)
#        214378       63680     00008     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Median)
#        214379       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#        214380       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	144686_00060_00003	144686_00060_00003_cd	144687_00010_00001	144687_00010_00001_cd	144688_00010_00002	144688_00010_00002_cd	144689_00010_00008	144689_00010_00008_cd	144690_00095_00001	144690_00095_00001_cd	144691_00095_00002	144691_00095_00002_cd	144692_00095_00008	144692_00095_00008_cd	144693_00400_00001	144693_00400_00001_cd	144694_00400_00002	144694_00400_00002_cd	144695_00400_00008	144695_00400_00008_cd	144699_00300_00001	144699_00300_00001_cd	144700_00300_00002	144700_00300_00002_cd	144701_00300_00008	144701_00300_00008_cd	144702_99133_00001	144702_99133_00001_cd	144703_99133_00002	144703_99133_00002_cd	144704_99133_00008	144704_99133_00008_cd
USGS	01632900	2022-12-14	19.4	A	4.3	P	2.9	P	3.4	P	544	P	535	P	539	P	8.4	P	8.3	P	8.4	P	14.9	P	12.4	P	13.6	P	2.49	P	2.18	P	2.32	P
USGS	01632900	2022-12-15	52.0	A	3.5	P	2.9	P	3.3	P	558	P	443	P	506	P	8.4	P	8.1	P	8.3	P	13.4	P	12.4	P	12.9	P	2.74	P	2.40	P	2.49	P
USGS	01632900	2022-12-16	96.7	A	4.0	P	3.3	P	3.6	P	561	P	450	P	468	P	8.1	P	8.0	P	8.1	P	12.6	P	12.3	P	12.4	P	2.81	P	2.25	P	2.58	P
USGS	01632900	2022-12-17	74.1	A	4.8	P	3.7	P	4.4	P	516	P	470	P	504	P	8.3	P	8.1	P	8.2	P	13.4	P	12.1	P	12.4	P	2.69	P	2.51	P	2.56	P
USGS	01632900	2022-12-18	60.2	A	4.6	P	3.8	P	4.4	P	520	P	516	P	518	P	8.3	P	8.2	P	8.2	P	13.6	P	12.0	P	12.6	P	2.73	P	2.56	P	2.68	P
USGS	01632900	2022-12-19	46.9	A	3.8	P	2.8	P	3.4	P	530	P	520	P	526	P	8.4	P	8.2	P	8.3	P	14.4	P	12.4	P	13.3	P	2.85	P	2.73	P	2.78	P
USGS	01632900	2022-12-20	39.9	A	3.1	P	2.0	P	2.6	P	550	P	514	P	524	P	8.4	P	8.2	P	8.3	P	15.0	P	13.0	P	13.8	P	2.90	P	2.69	P	2.79	P
USGS	01632900	2022-12-21	36.1	A	2.3	P	1.1	P	1.9	P	560	P	542	P	552	P	8.4	P	8.3	P	8.3	P	15.1	P	13.4	P	14.0	P	3.00	P	2.86	P	2.91	P
USGS	01632900	2022-12-22	81.8	A	2.4	P	1.2	P	1.7	P	568	P	436	P	554	P	8.3	P	8.0	P	8.3	P	14.0	P	12.7	P	13.5	P	3.06	P	2.47	P	2.98	P
USGS	01632900	2022-12-23	334	A	3.6	P	2.1	P	3.1	P	482	P	343	P	382	P	8.0	P	7.8	P	7.9	P	12.7	P	12.1	P	12.3	P	2.70	P	2.31	P	2.50	P
USGS	01632900	2022-12-24	180	A:e	2.1	P	-0.1	P	0.3	P	448	P	373	P	408	P	8.0	P	7.9	P	7.9	P	14.1	P	12.6	P	13.8	P	2.76	P	2.45	P	2.56	P
USGS	01632900	2022-12-25	113	A:e	0.1	P	-0.1	P	-0.1	P	501	P	436	P	470	P	8.1	P	8.0	P	8.1	P	14.3	P	14.0	P	14.1	P	3.39	P	2.76	P	3.05	P
USGS	01632900	2022-12-26	92.2	A:e	1.0	P	-0.1	P	0.2	P	532	P	499	P	520	P	8.2	P	8.1	P	8.1	P	14.5	P	13.9	P	14.1	P	3.47	P	3.22	P	3.36	P
USGS	01632900	2022-12-27	79.3	A:e	2.2	P	1.0	P	1.5	P	545	P	532	P	540	P	8.2	P	8.2	P	8.2	P	14.0	P	13.4	P	13.7	P	3.52	P	3.46	P	3.48	P
USGS	01632900	2022-12-28	71.2	A:e	2.7	P	1.5	P	2.1	P	552	P	544	P	548	P	8.3	P	8.2	P	8.2	P	13.9	P	13.3	P	13.4	P	3.60	P	3.45	P	3.52	P
USGS	01632900	2022-12-29	67.8	A	3.3	P	1.8	P	2.7	P	555	P	552	P	554	P	8.5	P	8.2	P	8.4	P	13.8	P	13.0	P	13.3	P	3.69	P	3.58	P	3.64	P
USGS	01632900	2022-12-30	61.1	A	5.3	P	3.1	P	4.4	P	560	P	534	P	557	P	8.5	P	8.4	P	8.5	P	13.3	P	12.2	P	12.9	P	3.74	P	3.52	P	3.70	P
USGS	01632900	2022-12-31	59.9	A	7.4	P	5.3	P	6.6	P	557	P	534	P	552	P	8.5	P	8.4	P	8.4	P	12.2	P	11.2	P	11.9	P	3.66	P	3.52	P	3.60	P
USGS	01632900	2023-01-01	63.8	A	8.3	P	6.9	P	7.6	P	554	P	547	P	551	P	8.5	P	8.4	P	8.4	P	12.2	P	11.1	P	11.3	P	3.61	P	3.44	P	3.54	P
USGS	01632900	2023-01-02	57.8	A	8.7	P	7.4	P	7.9	P	550	P	530	P	547	P	8.5	P	8.4	P	8.5	P	12.3	P	11.0	P	11.3	P	3.46	P	3.25	P	3.44	P
USGS	01632900	2023-01-03	55.0	A	10.5	P	8.3	P	9.0	P	545	P	530	P	542	P	8.5	P	8.4	P	8.4	P	11.9	P	10.3	P	11.0	P	3.47	P	3.18	P	3.22	P
USGS	01632900	2023-01-04	52.2	A	11.4	P	10.5	P	10.9	P	546	P	533	P	540	P	8.5	P	8.4	P	8.4	P	10.9	P	10.0	P	10.3	P	3.18	P	3.04	P	3.13	P
USGS	01632900	2023-01-05	50.0	A	10.9	P	9.4	P	10.2	P	547	P	538	P	543	P	8.5	P	8.4	P	8.4	P	11.5	P	10.0	P	10.6	P	3.05	P	3.04	P	3.04	P
USGS	01632900	2023-01-06	47.1	A	9.4	P	7.3	P	8.3	P	549	P	544	P	547	P	8.5	P	8.4	P	8.5	P	12.0	P	10.5	P	11.3	P	3.04	P	3.01	P	3.01	P
USGS	01632900	2023-01-07	44.7	A	7.3	P	5.6	P	6.6	P	554	P	546	P	549	P	8.6	P	8.4	P	8.5	P	12.7	P	11.3	P	12.0	P	3.04	P	2.98	P	3.00	P
USGS	01632900	2023-01-08	44.4	A	5.6	P	4.1	P	4.4	P	556	P	551	P	554	P	8.6	P	8.5	P	8.5	P	13.2	P	11.9	P	12.6	P	3.11	P	3.04	P	3.05	P
USGS	01632900	2023-01-09	42.2	A	4.7	P	3.6	P	4.1	P	559	P	552	P	555	P	8.6	P	8.5	P	8.5	P	13.5	P	12.5	P	12.7	P	3.20	P	3.11	P	3.14	P
USGS	01632900	2023-01-10	39.4	A	3.7	P	2.5	P	3.2	P	560	P	538	P	548	P	8.6	P	8.5	P	8.5	P	13.9	P	12.6	P	13.1	P	3.22	P	3.06	P	3.14	P
USGS	01632900	2023-01-11	38.7	A	3.2	P	1.8	P	2.6	P	562	P	543	P	549	P	8.6	P	8.5	P	8.5	P	14.1	P	13.0	P	13.4	P	3.24	P	3.15	P	3.20	P
USGS	01632900	2023-01-12	40.5	A	5.3	P	3.1	P	3.8	P	551	P	543	P	547	P	8.6	P	8.5	P	8.5	P	13.5	P	12.1	P	12.9	P	3.26	P	3.19	P	3.22	P
USGS	01632900	2023-01-13	42.0	A	6.8	P	5.3	P	6.1	P	545	P	535	P	539	P	8.6	P	8.5	P	8.5	P	12.8	P	11.6	P	11.9	P	3.20	P	3.09	P	3.15	P
USGS	01632900	2023-01-14	40.4	A	6.0	P	3.7	P	5.2	P	539	P	530	P	534	P	8.6	P	8.4	P	8.5	P	13.0	P	11.6	P	12.5	P	3.09	P	2.97	P	2.98	P
USGS	01632900	2023-01-15	37.9	A	3.7	P	2.3	P	3.1	P	542	P	536	P	540	P	8.5	P	8.4	P	8.5	P	14.0	P	12.5	P	13.2	P	3.04	P	2.99	P	2.99	P
USGS	01632900	2023-01-16	36.6	A	2.9	P	1.1	P	2.2	P	547	P	540	P	543	P	8.5	P	8.4	P	8.5	P	14.3	P	13.2	P	13.5	P	3.11	P	3.04	P	3.06	P
USGS	01632900	2023-01-17	37.9	A	4.9	P	2.8	P	3.6	P	544	P	533	P	536	P	8.5	P	8.4	P	8.4	P	13.6	P	12.2	P	13.0	P	3.13	P	3.11	P	3.12	P
USGS	01632900	2023-01-18	37.5	A	6.6	P	4.4	P	5.6	P	537	P	529	P	533	P	8.5	P	8.4	P	8.4	P	13.2	P	11.7	P	12.2	P	3.13	P	3.03	P	3.08	P
USGS	01632900	2023-01-19	36.0	A	7.2	P	6.2	P	6.6	P	535	P	527	P	531	P	8.5	P	8.4	P	8.4	P	12.4	P	11.2	P	11.6	P	3.03	P	2.93	P	2.98	P
USGS	01632900	2023-01-20	36.0	A	7.3	P	6.5	P	6.9	P	531	P	523	P	528	P	8.5	P	8.3	P	8.4	P	12.6	P	11.2	P	11.6	P	2.93	P	2.81	P	2.85	P
USGS	01632900	2023-01-21	34.0	A	6.5	P	4.9	P	5.9	P	531	P	524	P	528	P	8.5	P	8.4	P	8.4	P	13.2	P	11.5	P	12.2	P	2.81	P	2.76	P	2.77	P
USGS	01632900	2023-01-22	35.0	A	4.9	P	3.7	P	4.1	P	534	P	527	P	530	P	8.5	P	8.4	P	8.4	P	13.2	P	12.1	P	12.5	P	2.82	P	2.72	P	2.79	P
USGS	01632900	2023-01-23	35.7	A	4.7	P	3.9	P	4.2	P	532	P	525	P	528	P	8.5	P	8.4	P	8.4	P	13.5	P	12.3	P	12.6	P	2.91	P	2.82	P	2.85	P
USGS	01632900	2023-01-24	35.2	A	4.4	P	3.0	P	3.8	P	535	P	508	P	527	P	8.5	P	8.4	P	8.5	P	13.9	P	12.5	P	13.0	P	2.92	P	2.74	P	2.85	P
USGS	01632900	2023-01-25	38.9	A	3.5	P	2.9	P	3.2	P	534	P	504	P	522	P	8.5	P	8.4	P	8.4	P	13.4	P	12.7	P	12.8	P	2.99	P	2.77	P	2.89	P
USGS	01632900	2023-01-26	56.6	A	4.3	P	3.0	P	3.8	P	525	P	492	P	502	P	8.4	P	8.3	P	8.4	P	13.4	P	12.6	P	12.7	P	2.85	P	2.66	P	2.74	P
USGS	01632900	2023-01-27	52.5	A	4.7	P	3.5	P	3.9	P	516	P	499	P	503	P	8.5	P	8.4	P	8.4	P	13.6	P	12.5	P	12.8	P	2.83	P	2.76	P	2.78	P
USGS	01632900	2023-01-28	48.5	A	4.8	P	2.8	P	3.8	P	520	P	512	P	517	P	8.5	P	8.4	P	8.4	P	13.9	P	12.7	P	12.9	P	2.81	P	2.70	P	2.73	P
USGS	01632900	2023-01-29	46.6	A	5.1	P	3.8	P	4.4	P	519	P	511	P	515	P	8.5	P	8.4	P	8.4	P	13.2	P	12.3	P	12.6	P	2.75	P	2.71	P	2.73	P
USGS	01632900	2023-01-30	44.2	A	7.4	P	5.0	P	6.0	P	526	P	515	P	520	P	8.5	P	8.4	P	8.4	P	13.1	P	11.5	P	12.2	P	2.77	P	2.73	P	2.75	P
USGS	01632900	2023-01-31	41.7	A	7.4	P	6.6	P	7.3	P	534	P	511	P	521	P	8.4	P	8.3	P	8.4	P	11.9	P	11.2	P	11.4	P	2.78	P	2.62	P	2.71	P
USGS	01632900	2023-02-01	42.9	A	6.6	P	5.2	P	6.0	P	540	P	519	P	529	P	8.5	P	8.3	P	8.4	P	13.1	P	11.4	P	12.2	P	2.75	P	2.59	P	2.63	P
USGS	01632900	2023-02-02	41.9	A	5.5	P	4.6	P	5.0	P	540	P	529	P	534	P	8.5	P	8.4	P	8.4	P	13.5	P	12.1	P	12.4	P	2.64	P	2.57	P	2.60	P
USGS	01632900	2023-02-03	41.4	A	4.9	P	2.3	P	4.2	P	537	P	524	P	532	P	8.5	P	8.4	P	8.4	P	13.6	P	12.2	P	13.1	P	2.64	P	2.59	P	2.62	P
USGS	01632900	2023-02-04	39.6	A	2.3	P	0.7	P	1.7	P	552	P	537	P	545	P	8.5	P	8.4	P	8.5	P	14.6	P	13.1	P	13.9	P	2.76	P	2.63	P	2.70	P
USGS	01632900	2023-02-05	37.4	A	4.2	P	1.4	P	2.8	P	553	P	538	P	545	P	8.5	P	8.4	P	8.4	P	14.3	P	12.9	P	13.7	P	2.85	P	2.75	P	2.81	P
USGS	01632900	2023-02-06	37.0	A	5.8	P	3.5	P	4.6	P	544	P	519	P	532	P	8.5	P	8.4	P	8.4	P	13.5	P	12.3	P	12.8	P	2.87	P	2.73	P	2.80	P
USGS	01632900	2023-02-07	36.1	A	5.7	P	3.4	P	4.5	P	545	P	528	P	535	P	8.5	P	8.4	P	8.4	P	13.7	P	12.2	P	12.6	P	2.85	P	2.74	P	2.81	P
USGS	01632900	2023-02-08	35.1	P	7.7	P	5.0	P	6.4	P	540	P	533	P	537	P	8.5	P	8.4	P	8.4	P	13.2	P	11.5	P	12.2	P	2.82	P	2.77	P	2.80	P
USGS	01632900	2023-02-09	34.8	P	10.0	P	7.0	P	7.8	P	541	P	525	P	534	P	8.5	P	8.3	P	8.4	P	12.7	P	10.6	P	11.4	P	2.82	P	2.63	P	2.68	P
USGS	01632900	2023-02-10	33.9	P	10.8	P	9.0	P	9.8	P	540	P	525	P	530	P	8.5	P	8.3	P	8.4	P	12.2	P	10.4	P	10.8	P	2.70	P	2.52	P	2.60	P
USGS	01632900	2023-02-11	33.0	P	9.5	P	7.7	P	8.6	P	534	P	517	P	526	P	8.5	P	8.3	P	8.4	P	12.9	P	10.5	P	11.4	P	2.53	P	2.33	P	2.45	P
USGS	01632900	2023-02-12	37.6	P	8.0	P	5.4	P	6.9	P	533	P	461	P	527	P	8.4	P	8.3	P	8.4	P	12.1	P	11.1	P	11.7	P	2.46	P	2.28	P	2.43	P
USGS	01632900	2023-02-13	163	P	5.6	P	4.3	P	5.2	P	461	P	378	P	400	P	8.3	P	8.1	P	8.2	P	12.2	P	11.8	P	12.0	P	2.41	P	1.91	P	2.25	P
USGS	01632900	2023-02-14	124	P	7.5	P	4.9	P	6.0	P	460	P	404	P	442	P	8.3	P	8.2	P	8.3	P	12.5	P	11.5	P	11.9	P	2.55	P	2.28	P	2.35	P
USGS	01632900	2023-02-15	101	P	10.2	P	7.5	P	9.0	P	475	P	460	P	465	P	8.3	P	8.2	P	8.3	P	11.8	P	10.6	P	11.3	P	2.62	P	2.54	P	2.61	P
USGS	01632900	2023-02-16	104	P	9.8	P	9.1	P	9.4	P	477	P	443	P	463	P	8.3	P	8.1	P	8.3	P	11.0	P	10.5	P	10.7	P	2.63	P	2.29	P	2.48	P
USGS	01632900	2023-02-17	280	P	10.6	P	9.3	P	10.0	P	443	P	364	P	390	P	8.1	P	7.9	P	8.0	P	10.6	P	10.1	P	10.3	P	2.53	P	2.08	P	2.28	P
USGS	01632900	2023-02-18	232	P	9.3	P	7.2	P	7.8	P	397	P	363	P	372	P	8.0	P	7.9	P	8.0	P	11.4	P	10.3	P	11.3	P	2.40	P	2.09	P	2.22	P
USGS	01632900	2023-02-19	156	P	8.6	P	6.6	P	7.6	P	452	P	390	P	424	P	8.1	P	8.0	P	8.1	P	11.8	P	11.1	P	11.5	P	2.79	P	2.40	P	2.64	P
USGS	01632900	2023-02-20	132	P	9.4	P	8.2	P	9.0	P	472	P	452	P	463	P	8.2	P	8.1	P	8.2	P	11.2	P	10.7	P	11.0	P	2.99	P	2.78	P	2.88	P
USGS	01632900	2023-02-21	117	P	10.3	P	8.6	P	9.4	P	480	P	472	P	478	P	8.2	P	8.2	P	8.2	P	11.2	P	10.6	P	10.7	P	3.12	P	2.86	P	2.97	P
USGS	01632900	2023-02-22	109	P	9.8	P	8.3	P	9.2	P	484	P	479	P	481	P	8.2	P	8.2	P	8.2	P	11.5	P	10.6	P	10.9	P	2.92	P	2.85	P	2.88	P
USGS	01632900	2023-02-23	104	P	12.5	P	9.2	P	10.8	P	489	P	466	P	481	P	8.2	P	8.2	P	8.2	P	11.2	P	9.8	P	10.6	P	2.87	P	2.71	P	2.77	P
USGS	01632900	2023-02-24	94.7	P	12.7	P	10.9	P	12.1	P	495	P	473	P	488	P	8.3	P	8.2	P	8.2	P	11.0	P	9.8	P	10.3	P	2.78	P	2.48	P	2.65	P
USGS	01632900	2023-02-25	82.8	P	10.9	P	7.6	P	8.7	P	504	P	495	P	496	P	8.3	P	8.2	P	8.2	P	11.6	P	10.3	P	11.2	P	2.73	P	2.61	P	2.66	P
USGS	01632900	2023-02-26	79.5	P	9.4	P	7.0	P	8.0	P	509	P	504	P	505	P	8.3	P	8.2	P	8.3	P	12.2	P	10.9	P	11.4	P	2.82	P	2.71	P	2.77	P
USGS	01632900	2023-02-27	75.5	P	8.6	P	7.6	P	8.3	P	509	P	505	P	507	P	8.3	P	8.2	P	8.3	P	11.9	P	10.9	P	11.1	P	2.87	P	2.78	P	2.83	P
USGS	01632900	2023-02-28	74.1	P	11.1	P	8.2	P	9.6	P	509	P	503	P	507	P	8.3	P	8.2	P	8.3	P	11.8	P	10.4	P	10.9	P	2.94	P	2.62	P	2.74	P
USGS	01632900	2023-03-01	71.1	P	11.4	P	8.9	P	10.1	P	510	P	504	P	508	P	8.3	P	8.2	P	8.3	P	11.9	P	10.3	P	10.7	P	2.96	P	2.58	P	2.74	P
USGS	01632900	2023-03-02	64.2	P	12.0	P	10.8	P	11.3	P	511	P	485	P	498	P	8.3	P	8.2	P	8.2	P	11.3	P	10.0	P	10.3	P	2.93	P	2.44	P	2.53	P
USGS	01632900	2023-03-03	64.3	P	11.1	P	8.6	P	9.8	P	511	P	489	P	510	P	8.3	P	8.2	P	8.2	P	10.9	P	10.1	P	10.7	P	2.65	P	2.51	P	2.59	P
USGS	01632900	2023-03-04	98.6	P	9.6	P	7.8	P	8.7	P	489	P	441	P	454	P	8.3	P	8.2	P	8.2	P	11.8	P	10.7	P	11.0	P	2.51	P	2.16	P	2.31	P
USGS	01632900	2023-03-05	81.3	P	10.4	P	7.6	P	8.9	P	471	P	461	P	467	P	8.3	P	8.2	P	8.2	P	12.2	P	10.8	P	11.1	P	2.60	P	2.40	P	2.48	P
USGS	01632900	2023-03-06	71.8	P	10.4	P	8.0	P	9.2	P	481	P	471	P	476	P	8.3	P	8.2	P	8.2	P	12.3	P	10.6	P	11.1	P	2.50	P	2.41	P	2.43	P
USGS	01632900	2023-03-07	71.0	P	10.3	P	8.7	P	9.4	P	489	P	481	P	485	P	8.3	P	8.2	P	8.3	P	12.0	P	10.5	P	10.9	P	2.60	P	2.49	P	2.57	P
USGS	01632900	2023-03-08	62.6	P	9.1	P	7.0	P	8.2	P	496	P	469	P	488	P	8.4	P	8.3	P	8.3	P	12.7	P	10.9	P	11.6	P	2.63	P	2.44	P	2.59	P
USGS	01632900	2023-03-09	59.3	P	9.4	P	6.8	P	8.1	P	493	P	482	P	491	P	8.4	P	8.3	P	8.3	P	12.7	P	11.1	P	11.6	P	2.61	P	2.48	P	2.56	P
USGS	01632900	2023-03-10	58.0	P	8.4	P	7.9	P	8.1	P	494	P	492	P	494	P	8.3	P	8.2	P	8.3	P	12.0	P	10.9	P	11.2	P	2.63	P	2.56	P	2.58	P
USGS	01632900	2023-03-11	56.3	P	7.9	P	6.8	P	7.3	P	500	P	494	P	497	P	8.4	P	8.3	P	8.3	P	12.8	P	11.0	P	11.8	P	2.64	P	2.59	P	2.61	P
USGS	01632900	2023-03-12	54.7	P	6.8	P	5.3	P	5.9	P	500	P	495	P	498	P	8.4	P	8.3	P	8.3	P	12.8	P	11.6	P	12.1	P	2.69	P	2.61	P	2.63	P
USGS	01632900	2023-03-13	58.8	P	7.2	P	5.2	P	6.3	P	500	P	494	P	497	P	8.4	P	8.3	P	8.3	P	13.1	P	11.8	P	12.2	P	2.79	P	2.65	P	2.72	P
USGS	01632900	2023-03-14	51.6	P	7.7	P	5.4	P	6.1	P	500	P	475	P	496	P	8.4	P	8.3	P	8.4	P	13.3	P	11.7	P	12.2	P	2.83	P	2.60	P	2.79	P
USGS	01632900	2023-03-15	48.5	P	7.3	P	4.6	P	6.0	P	497	P	475	P	489	P	8.4	P	8.3	P	8.4	P	13.4	P	11.9	P	12.4	P	2.72	P	2.61	P	2.64	P
USGS	01632900	2023-03-16	46.4	P	9.0	P	5.1	P	7.1	P	499	P	492	P	496	P	8.4	P	8.3	P	8.3	P	13.2	P	11.3	P	12.0	P	2.75	P	2.64	P	2.69	P
USGS	01632900	2023-03-17	46.0	P	9.9	P	8.1	P	8.9	P	498	P	492	P	494	P	8.4	P	8.3	P	8.3	P	12.2	P	10.6	P	11.1	P	2.75	P	2.62	P	2.69	P
USGS	01632900	2023-03-18	45.0	P	10.5	P	8.3	P	9.2	P	497	P	489	P	494	P	8.4	P	8.2	P	8.3	P	12.7	P	10.5	P	11.2	P	2.63	P	2.48	P	2.53	P
USGS	01632900	2023-03-19	44.3	P	8.9	P	6.7	P	7.8	P	497	P	491	P	494	P	8.4	P	8.3	P	8.4	P	13.1	P	10.9	P	11.9	P	2.64	P	2.53	P	2.57	P
USGS	01632900	2023-03-20	41.3	P	8.4	P	5.0	P	6.7	P	499	P	490	P	492	P	8.4	P	8.3	P	8.4	P	13.6	P	11.6	P	12.2	P	2.76	P	2.63	P	2.69	P
USGS	01632900	2023-03-21	39.7	P	9.3	P	5.2	P	7.3	P	500	P	480	P	488	P	8.4	P	8.2	P	8.3	P	13.6	P	11.5	P	12.2	P	2.78	P	2.62	P	2.73	P
USGS	01632900	2023-03-22	38.5	P	10.7	P	8.1	P	9.8	P	500	P	485	P	492	P	8.4	P	8.1	P	8.3	P	13.0	P	10.9	P	11.4	P	2.77	P	2.64	P	2.67	P
USGS	01632900	2023-03-23	38.3	P	13.3	P	9.5	P	11.6	P	499	P	486	P	492	P	8.4	P	8.2	P	8.3	P	12.4	P	9.9	P	10.8	P	2.65	P	2.53	P	2.55	P
USGS	01632900	2023-03-24	41.6	P	13.3	P	11.9	P	12.9	P	495	P	478	P	482	P	8.3	P	8.2	P	8.2	P	10.4	P	9.3	P	9.8	P	2.53	P	2.36	P	2.43	P
USGS	01632900	2023-03-25	66.7	P	12.4	P	10.8	P	11.6	P	478	P	440	P	452	P	8.3	P	8.2	P	8.2	P	11.5	P	9.7	P	10.1	P	2.36	P	2.10	P	2.14	P
USGS	01632900	2023-03-26	58.4	P	14.2	P	10.8	P	12.4	P	450	P	440	P	447	P	8.4	P	8.2	P	8.3	P	12.1	P	9.7	P	10.4	P	2.24	P	2.13	P	2.21	P
USGS	01632900	2023-03-27	49.5	P	14.0	P	11.3	P	12.7	P	463	P	447	P	460	P	8.4	P	8.2	P	8.3	P	12.0	P	9.6	P	10.2	P	2.26	P	2.11	P	2.16	P
USGS	01632900	2023-03-28	45.6	P	13.7	P	11.4	P	12.4	P	458	P	439	P	448	P	8.4	P	8.2	P	8.3	P	12.3	P	9.5	P	10.4	P	2.11	P	1.95	P	2.00	P
USGS	01632900	2023-03-29	45.0	P	13.7	P	10.7	P	12.1	P	451	P	443	P	447	P	8.4	P	8.2	P	8.3	P	12.4	P	9.7	P	10.6	P	2.00	P	1.96	P	1.98	P
USGS	01632900	2023-03-30	44.4	P	13.3	P	10.4	P	11.7	P	457	P	444	P	452	P	8.4	P	8.2	P	8.3	P	12.7	P	9.9	P	10.8	P	2.00	P	1.97	P	1.98	P
USGS	01632900	2023-03-31	42.7	P	11.5	P	10.1	P	10.8	P	465	P	453	P	457	P	8.3	P	8.2	P	8.3	P	11.6	P	10.0	P	10.6	P	2.02	P	1.96	P	1.99	P
USGS	01632900	2023-04-01	45.8	P	14.8	P	10.8	P	13.0	P	466	P	450	P	457	P	8.4	P	8.2	P	8.3	P	11.9	P	9.5	P	10.1	P	2.04	P	1.99	P	2.02	P
USGS	01632900	2023-04-02	50.7	P	13.9	P	11.7	P	12.7	P	461	P	454	P	457	P	8.4	P	8.2	P	8.3	P	12.3	P	9.4	P	10.3	P	2.09	P	2.02	P	2.04	P
USGS	01632900	2023-04-03	44.7	P	13.8	P	10.1	P	12.0	P	454	P	429	P	443	P	8.4	P	8.2	P	8.3	P	12.8	P	9.8	P	10.7	P	2.07	P	1.83	P	1.97	P
USGS	01632900	2023-04-04	41.5	P	17.2	P	12.1	P	14.8	P	441	P	415	P	427	P	8.4	P	8.2	P	8.3	P	12.4	P	8.9	P	9.9	P	1.85	P	1.69	P	1.82	P
USGS	01632900	2023-04-05	40.4	P	19.5	P	15.2	P	17.6	P	443	P	425	P	431	P	8.4	P	8.1	P	8.2	P	12.1	P	8.2	P	9.2	P	1.83	P	1.63	P	1.66	P
USGS	01632900	2023-04-06	39.9	P	20.5	P	18.1	P	19.0	P	446	P	428	P	440	P	8.4	P	8.0	P	8.2	P	11.1	P	7.6	P	8.2	P	1.65	P	1.55	P	1.59	P
USGS	01632900	2023-04-07	39.0	P	18.6	P	14.0	P	16.2	P	458	P	439	P	444	P	8.3	P	8.1	P	8.2	P	10.4	P	7.7	P	9.2	P	1.68	P	1.56	P	1.60	P
USGS	01632900	2023-04-08	40.2	P	14.0	P	11.5	P	12.9	P	464	P	449	P	454	P	8.4	P	8.1	P	8.3	P	12.4	P	9.0	P	10.6	P	1.82	P	1.67	P	1.72	P
